,state,year,total_votes,dem_votes,rep_votes,other_votes,green_votes,unemployment_rate,median_income,med_age,bach_per,total_pop,dem_votes_per,rep_votes_per,other_votes_per,green_votes_per,voter_participation
112,GEORGIA,2008,3925278,1844137.0,2048744.0,32397.0,,6.4,64810.0,43.0,0.2834580158363839,9504843,0.4698105459027361,0.5219360259324308,0.008253428164833166,,0.4129766267575382
113,HAWAII,2008,452742,325201.0,120429.0,7112.0,,4.1,86250.0,45.0,0.2895195605150453,1332213,0.7182920957189746,0.2659991783399817,0.015708725941043684,,0.339842052284432
114,IDAHO,2008,655032,236440.0,403012.0,15580.0,,5.0,66480.0,45.0,0.2763115585347152,1534320,0.36095946457577643,0.6152554379022704,0.023785097521953125,,0.42692006882527767
115,ILLINOIS,2008,5523051,3419673.0,2031527.0,71851.0,,6.5,74660.0,44.0,0.2926794889257041,12747038,0.6191637556850371,0.3678269492713357,0.013009295043627155,,0.4332811277412055
116,INDIANA,2008,2751054,1374039.0,1345648.0,31367.0,,5.9,65220.0,46.0,0.22247420291588338,6424806,0.4994591163968428,0.4891390717884854,0.011401811814671758,,0.42819253997708256
117,IOWA,2008,1536820,828940.0,682379.0,25501.0,,4.1,,47.0,0.2506012444034814,3016734,0.539386525422626,0.4440201194674718,0.016593355109902265,,0.5094317231814274
118,KANSAS,2008,1235872,514765.0,699655.0,21452.0,,4.6,67120.0,46.0,0.3007271657934529,2808076,0.41651967194013617,0.5661225434349189,0.01735778462494498,,0.4401134442230196
119,KENTUCKY,2008,1826508,751985.0,1048462.0,26061.0,,6.5,57690.0,45.0,0.20063792540898442,4289878,0.411706381795207,0.5740254080463923,0.01426821015840062,,0.4257715487480064
120,LOUISIANA,2008,1959085,781574.0,1148015.0,29496.0,,4.7,55460.0,45.0,0.23236174114467714,4435586,0.3989484887077386,0.5859955030026772,0.015056008289584168,,0.441674448426882
121,MAINE,2008,731163,421923.0,295273.0,13967.0,,5.4,66210.0,48.0,0.2409321105403978,1330509,0.5770573729797597,0.40384018337908234,0.01910244364115799,,0.5495363052786565
122,MARYLAND,2008,2631596,1629467.0,959862.0,42267.0,,4.3,89320.0,45.0,0.29907987765541133,5684965,0.6191934476264593,0.364745196451127,0.016061355922413624,,0.4629045209601115
123,MASSACHUSETTS,2008,3081336,1904103.0,1108885.0,68348.0,,5.3,84560.0,45.0,0.3107717938469657,6468967,0.6179472151040977,0.35987149729857437,0.022181287597327914,,0.4763258183261717
124,MICHIGAN,2008,5001766,2872579.0,2048639.0,80548.0,,8.2,69800.0,46.0,0.24408508529275613,9946889,0.5743129526651187,0.4095831352366344,0.016103912098246898,,0.5028472721471005
125,MINNESOTA,2008,2910369,1573354.0,1275409.0,61606.0,,5.4,77000.0,45.0,0.31625178733204534,5247018,0.5406029269827984,0.43822931044139074,0.021167762575810833,,0.5546710531581939
126,MISSISSIPPI,2008,1285259,554662.0,724497.0,6100.0,,6.7,51090.0,44.0,0.220512958568731,2947806,0.4315565967637651,0.5636972781361578,0.004746125100077105,,0.43600528664369365
127,MISSOURI,2008,2925205,1441911.0,1445814.0,37480.0,,6.1,64540.0,46.0,0.25037379875374366,5923916,0.49292647865705136,0.49426074411878823,0.012812777224160358,,0.4937958269496056
128,MONTANA,2008,496072,232156.0,243860.0,20056.0,,4.7,60140.0,48.0,0.28488440733914006,976415,0.46798851779580386,0.4915818671483172,0.040429615055878984,,0.5080544645463251
129,NEBRASKA,2008,801281,333319.0,452979.0,14983.0,,3.2,,46.0,0.28536585698187916,1796378,0.415982657769247,0.5653185336979162,0.018698808532836796,,0.4460536702186288
130,NEVADA,2008,967848,533736.0,412827.0,21285.0,,6.9,76750.0,45.0,0.24868173150721254,2653630,0.551466759243187,0.42654115108984053,0.0219920896669725,,0.36472605449893164
131,NEW HAMPSHIRE,2008,710970,384826.0,316534.0,9610.0,,3.8,92770.0,46.0,0.2976772849744893,1315906,0.5412689705613458,0.44521428470962204,0.013516744729032167,,0.5402893519749891
132,NEW JERSEY,2008,3838498,2215422.0,1613207.0,9869.0,,5.4,91550.0,45.0,0.31142338057647717,8711090,0.5771585656681337,0.42027037659000993,0.0025710577418563197,,0.44064497095082245
133,NEW MEXICO,2008,830158,472422.0,346832.0,10904.0,,4.4,59020.0,46.0,0.24523630321500692,2010662,0.5690748026279335,0.4177903483433274,0.013134849028739107,,0.4128779476610191
134,NEW YORK,2008,7591233,4769700.0,2742298.0,79235.0,,5.4,70740.0,45.0,0.27378277661531786,19212436,0.6283169018787857,0.3612453997921023,0.010437698329112016,,0.3951207957179402
135,NORTH CAROLINA,2008,4310789,2142651.0,2128474.0,39664.0,,5.9,60180.0,45.0,0.28004444280044444,9309449,0.49704381262919617,0.49375508752574065,0.009201099845063166,,0.46305522485809847
136,NORTH DAKOTA,2008,316621,141278.0,168601.0,6742.0,,3.0,69580.0,45.0,0.2995177281935286,657569,0.44620540014717913,0.5325010027761898,0.02129359707663105,,0.4815023214293861
137,OHIO,2008,5698048,2933388.0,2674491.0,90169.0,,6.6,65800.0,46.0,0.23043100137119613,11515391,0.5148057720819481,0.4693696858994519,0.015824542018600053,,0.4948201932526651
138,OKLAHOMA,2008,1462661,502496.0,960165.0,0.0,,3.6,64640.0,46.0,0.24722755234494045,3668976,0.343549188773065,0.656450811226935,0.0,,0.398656464364989
139,OREGON,2008,1827864,1037291.0,738475.0,52098.0,,6.3,72520.0,46.0,0.29310379503748324,3768748,0.5674880625692065,0.40400981692292204,0.028502120507871483,,0.4850056305170842
140,PENNSYLVANIA,2008,5977981,3266523.0,2649934.0,61524.0,,5.4,72060.0,47.0,0.23133365080206453,12612285,0.5464257915841486,0.44328243933863287,0.010291769077218545,,0.47398080522284425
141,RHODE ISLAND,2008,471766,296571.0,165391.0,9804.0,,7.6,,45.0,0.28643405803661126,1055003,0.6286400461245617,0.35057846474735355,0.020781489128084685,,0.44717029240675144
142,SOUTH CAROLINA,2008,1920969,862449.0,1034896.0,23624.0,,6.9,59100.0,45.0,0.24494949494949494,4528996,0.4489656001736624,0.5387364397863786,0.012297960039959,,0.42414897253166045
143,SOUTH DAKOTA,2008,377708,170924.0,203054.0,3730.0,,3.1,72340.0,47.0,0.2597700948874756,799124,0.45252946720747245,0.5375951793448908,0.009875353447636799,,0.4726525545472292
144,TENNESSEE,2008,2600124,1087437.0,1479178.0,33509.0,,6.5,55660.0,45.0,0.24130422874671342,6247411,0.4182250538820456,0.5688874838276944,0.012887462290260002,,0.41619224347493705
145,TEXAS,2008,8077795,3528633.0,4479328.0,69834.0,,4.9,65180.0,43.0,0.2995986387652035,24309039,0.4368312144588963,0.5545236045232641,0.008645181017839645,,0.33229594143972535
146,UTAH,2008,952370,327670.0,596030.0,28670.0,,3.3,87670.0,40.0,0.31363483452281593,2663029,0.3440574566607516,0.6258386971450172,0.030103846194231235,,0.3576265973821539
147,VERMONT,2008,325046,219262.0,98974.0,6810.0,,4.5,71090.0,48.0,0.283457287986008,624151,0.6745568319560924,0.30449228724549754,0.020950880798410072,,0.5207810289497253
148,VIRGINIA,2008,3723260,1959532.0,1725005.0,38723.0,,4.1,86900.0,44.0,0.30678948522348143,7833496,0.5262946987317566,0.46330500690255316,0.010400294365690283,,0.475299917176188
149,WASHINGTON,2008,3036878,1750848.0,1229216.0,56814.0,,5.2,79390.0,45.0,0.3144571501858933,6562231,0.5765289221364835,0.40476304942114893,0.018708028442367457,,0.4627813315319135
150,WEST VIRGINIA,2008,713451,303857.0,397466.0,12128.0,,4.5,53260.0,47.0,0.16349978909934051,1840310,0.42589750382296754,0.5571034310695478,0.016999065107484605,,0.38767979307834005
151,WISCONSIN,2008,2983417,1677211.0,1262393.0,43813.0,,4.9,71780.0,46.0,0.2521589015572903,5640996,0.5621778651794235,0.4231366248834809,0.01468550993709562,,0.5288812472123717
152,WYOMING,2008,256035,82868.0,164958.0,8209.0,,3.0,74770.0,46.0,0.24022412861759887,546043,0.323658874763216,0.6442791024664597,0.03206202277032437,,0.46889164406466155
153,ALABAMA,2012,2070353,795696.0,1255925.0,18732.0,,8.2,57430.0,46.0,0.5048135154558623,4816632,0.3843286627932531,0.6066236047669166,0.009047732439830309,,0.4298341662805047
154,ALASKA,2012,300495,122640.0,164676.0,13179.0,,7.1,,46.0,0.5127349828923207,730810,0.40812659112464433,0.5480157739729447,0.04385763490241102,,0.41118074465319304
155,ARIZONA,2012,2299254,1025232.0,1233654.0,40368.0,,8.4,62160.0,47.0,0.5106465864391349,6556344,0.44589766941799386,0.536545331659747,0.017556998922259134,,0.35069148293622177
156,ARKANSAS,2012,1069468,394409.0,647744.0,27315.0,,7.2,51550.0,45.0,0.5300040383984385,2952876,0.36878990301720105,0.6056693608410911,0.02554073614170784,,0.36217843214547446
157,CALIFORNIA,2012,13038547,7854285.0,4839958.0,344304.0,,10.4,75340.0,45.0,0.5399313606304502,37944551,0.6023895914168964,0.371203785207048,0.026406623376055628,,0.34362106432620587
158,COLORADO,2012,2569217,1322998.0,1185050.0,61169.0,,8.0,75650.0,45.0,0.5522175686716478,5193660,0.5149421010370085,0.461249477953789,0.023808421009202413,,0.49468332543909305
159,CONNECTICUT,2012,1558803,905083.0,634892.0,18828.0,,8.4,84880.0,47.0,0.501898886209738,3595211,0.5806269297659807,0.40729457153982895,0.01207849869419035,,0.4335776119955129
160,DELAWARE,2012,413937,242584.0,165484.0,5869.0,,7.0,64700.0,47.0,0.5092029374535174,915518,0.5860408709537925,0.39978064294808147,0.014178486098126043,,0.4521342016213772
161,DISTRICT OF COLUMBIA,2012,293764,267070.0,21381.0,5313.0,,8.9,86200.0,36.0,0.49070929694366294,635737,0.9091311392818725,0.07278291417600523,0.01808594654212225,,0.46208416373437444
162,FLORIDA,2012,8474179,4237756.0,4163447.0,72976.0,,8.7,60870.0,48.0,0.511816233981152,19302016,0.5000786506869869,0.49130977761975525,0.008611571693257837,,0.43903077274415275
163,GEORGIA,2012,3900050,1773827.0,2078688.0,47535.0,,9.0,63580.0,44.0,0.5431212362941685,9903580,0.45482160485121986,0.5329900898706427,0.01218830527813746,,0.3938020392625697
164,HAWAII,2012,434221,306266.0,120937.0,7018.0,,5.8,74340.0,47.0,0.5312488237354975,1395199,0.705322865545425,0.27851485764161565,0.0161622768129593,,0.3112251370593012
165,IDAHO,2012,652274,212787.0,420911.0,18576.0,,7.5,63320.0,47.0,0.5289556079505121,1595910,0.3262233355920978,0.6452978349589283,0.028478829448973897,,0.4087160303525888
166,ILLINOIS,2012,5241891,3019512.0,2135102.0,87277.0,,9.0,68360.0,44.0,0.5323362250456694,12883029,0.5760348698589879,0.4073152226934898,0.016649907447522278,,0.4068834278025765
167,INDIANA,2012,2624534,1152887.0,1420543.0,51104.0,,8.2,60980.0,44.0,0.5033055795987443,6538989,0.43927302904058396,0.5412553238022445,0.01947164715717152,,0.40136693913998023
168,IOWA,2012,1582180,822544.0,730617.0,29019.0,,5.0,,44.0,0.5072202844188083,3076844,0.5198801653414908,0.46177868510536096,0.018341149553148188,,0.5142217154980883
169,KANSAS,2012,1156254,439908.0,689809.0,26537.0,,5.7,66060.0,45.0,0.5483067676118503,2886024,0.38045965678821436,0.5965895036903656,0.022950839521420033,,0.40063907992449127
170,KENTUCKY,2012,1797212,679370.0,1087190.0,30652.0,,8.2,54280.0,44.0,0.47807216660919716,4387865,0.37801327834445797,0.6049314159932162,0.017055305662325868,,0.40958689476544974
171,LOUISIANA,2012,1994065,809141.0,1152262.0,32662.0,,6.7,51640.0,45.0,0.5728455160458562,4602067,0.4057746362330215,0.5778457572847425,0.016379606482236034,,0.4332976899293296
172,MAINE,2012,713180,401306.0,292276.0,19598.0,,7.2,64950.0,49.0,0.5069647325665964,1328094,0.5626994587621639,0.40982080260242854,0.027479738635407612,,0.5369951223332083
173,MARYLAND,2012,2707327,1677844.0,971869.0,57614.0,,6.9,94910.0,46.0,0.5051629814845026,5888375,0.6197419077931849,0.3589773233894539,0.021280768817361184,,0.45977489545078226
174,MASSACHUSETTS,2012,3167767,1921290.0,1188314.0,58163.0,,6.7,84100.0,45.0,0.5062356619135442,6664269,0.6065124107928392,0.37512670597300873,0.018360883234152008,,0.47533600459405223
175,MICHIGAN,2012,4730961,2564569.0,2115256.0,51136.0,,9.1,66080.0,46.0,0.48924205275238547,9898289,0.5420820421051875,0.4471091602742022,0.010808797620610273,,0.47795745305072423
176,MINNESOTA,2012,2936561,1546167.0,1320225.0,70169.0,,5.7,81640.0,44.0,0.5403689889860045,5377500,0.5265230315324626,0.4495820110666865,0.02389495740085086,,0.5460829381682938
177,MISSISSIPPI,2012,1285584,562949.0,710746.0,11889.0,,8.8,48410.0,45.0,0.47886638907671686,2984599,0.4378935954398935,0.5528584674358112,0.009247937124295261,,0.43073927184187893
178,MISSOURI,2012,2757312,1223796.0,1482440.0,51076.0,,7.1,65750.0,45.0,0.5213089963697054,6026027,0.4438366060859272,0.5376395562054639,0.018523837708608965,,0.45756714996464504
179,MONTANA,2012,483932,201839.0,267928.0,14165.0,,5.8,59570.0,48.0,0.5649561207794139,1004168,0.41708132547548005,0.5536480331947463,0.029270641329773604,,0.4819233435042742
180,NEBRASKA,2012,794379,302081.0,475064.0,17234.0,,3.9,,44.0,0.5386198969256716,1853691,0.38027314417928976,0.5980319217904804,0.021694934030229904,,0.4285390607172393
181,NEVADA,2012,1014918,531373.0,463567.0,19978.0,,11.5,62540.0,47.0,0.5272784226718967,2744670,0.5235624947040056,0.4567531564126363,0.019684348883358065,,0.3697777874935785
182,NEW HAMPSHIRE,2012,710931,369561.0,329918.0,11452.0,,5.5,89600.0,47.0,0.5157926524547493,1324677,0.5198268186364078,0.464064726393982,0.016108454969610272,,0.5366825271368039
183,NEW JERSEY,2012,3640292,2125101.0,1477568.0,37623.0,,9.4,88110.0,45.0,0.5624781263051929,8845671,0.5837721259723121,0.40589271410095673,0.010335159926731152,,0.41153373214988437
184,NEW MEXICO,2012,783758,415335.0,335788.0,32635.0,,6.9,57370.0,49.0,0.45798854992813864,2087715,0.5299276052046678,0.4284332663909013,0.04163912840443096,,0.375414268710049
185,NEW YORK,2012,7061925,4324228.0,2223397.0,514300.0,,8.6,63000.0,44.0,0.48751033859611775,19574362,0.6123299242062186,0.31484290756415567,0.07282716822962577,,0.3607742106741461
186,NORTH CAROLINA,2012,4505372,2178391.0,2270395.0,56586.0,,9.6,54900.0,45.0,0.5273231682704936,9751810,0.48350968577067555,0.5039306410214295,0.01255967320789493,,0.4620036690624612
187,NORTH DAKOTA,2012,322932,124966.0,188320.0,9646.0,,2.9,73680.0,43.0,0.5260002110026141,702227,0.38697310888979725,0.5831568255855722,0.029870065524630573,,0.4598683901359532
188,OHIO,2012,5580822,2827621.0,2661407.0,91794.0,,7.4,58630.0,45.0,0.508980240940286,11550971,0.5066674765831987,0.47688440878422567,0.01644811463257563,,0.4831474340988303
189,OKLAHOMA,2012,1334872,443547.0,891325.0,0.0,,5.1,63960.0,46.0,0.5357112369461913,3819320,0.3322768025698344,0.6677231974301656,0.0,,0.34950514751316986
190,OREGON,2012,1789270,970488.0,754175.0,64607.0,,8.7,68410.0,47.0,0.522367526659191,3900102,0.54239326652769,0.42149871176513326,0.03610802170717667,,0.4587751807516829
191,PENNSYLVANIA,2012,5742040,2990274.0,2680434.0,71332.0,,7.6,68580.0,45.0,0.5071652321331264,12769123,0.520768577021407,0.46680866033674445,0.012422762641848542,,0.4496816265298721
192,RHODE ISLAND,2012,446052,279677.0,157204.0,9171.0,,10.3,,46.0,0.5048832713296516,1054893,0.6270053715710276,0.35243424533462464,0.020560383094347743,,0.4228409895600786
193,SOUTH CAROLINA,2012,1964118,865941.0,1071645.0,26532.0,,9.0,58660.0,47.0,0.4998893164078387,4719027,0.4408803340736147,0.5456113125586141,0.013508353367771182,,0.4162124946519696
194,SOUTH DAKOTA,2012,363815,145039.0,210610.0,8166.0,,4.0,65290.0,46.0,0.5307036341058693,833859,0.3986614075835246,0.5788931187554114,0.022445473661064003,,0.4363027802062459
195,TENNESSEE,2012,2458577,960709.0,1462330.0,35538.0,,7.9,56810.0,45.0,0.5391096335281867,6455752,0.39075814993795194,0.5947871471993759,0.014454702862672189,,0.38083510642911933
196,TEXAS,2012,7993851,3308124.0,4569843.0,115884.0,,6.7,68610.0,44.0,0.5630400749428891,26084120,0.41383358283760857,0.5716697746805639,0.014496642481827594,,0.30646427788248176
197,UTAH,2012,1017440,251813.0,740600.0,25027.0,,4.8,77080.0,42.0,0.5326083822748788,2854146,0.2474966582796037,0.727905331026891,0.024598010693505267,,0.3564779096794628
198,VERMONT,2012,299290,199239.0,92698.0,7353.0,,4.8,73440.0,49.0,0.5205892066094997,626361,0.665705503023823,0.3097263523672692,0.024568144608907747,,0.47782349156476855
199,VIRGINIA,2012,3854489,1971820.0,1822522.0,60147.0,,5.8,85390.0,45.0,0.5183849581307562,8187456,0.5115645679621864,0.4728310289638912,0.01560440307392238,,0.47077981243502254
200,WASHINGTON,2012,3125516,1755396.0,1290670.0,79450.0,,8.5,82160.0,46.0,0.5192205673475674,6898599,0.5616339829967276,0.4129462143210913,0.02541980268218112,,0.4530653252928602
201,WEST VIRGINIA,2012,670440,238269.0,417655.0,14516.0,,7.2,57540.0,46.0,0.479368458154651,1857446,0.3553919813853589,0.6229565658373606,0.021651452777280592,,0.36094723615114516
202,WISCONSIN,2012,3071434,1620985.0,1410966.0,39483.0,,6.9,70130.0,45.0,0.5061289618427162,5720825,0.5277616253515459,0.4593834671361976,0.01285490751225649,,0.5368865504538244
203,WYOMING,2012,249061,69286.0,170962.0,8813.0,,5.4,75990.0,47.0,0.48707119250104564,576656,0.27818887742360304,0.6864262168705658,0.0353849057058311,,0.43190567686801146
204,ALABAMA,2016,2123367,729547.0,1318250.0,75570.0,,5.8,60290.0,47.0,0.49283451638164044,4866824,0.343580266623716,0.6208300307954301,0.0355897025808539,,0.4362941828181993
205,ALASKA,2016,318398,116454.0,163387.0,38557.0,,6.6,,47.0,0.5201406163521247,742575,0.36574978486045767,0.513153348953197,0.1210968661863454,,0.42877554455778877
206,ARIZONA,2016,2604277,1161167.0,1252401.0,190709.0,,5.5,72900.0,48.0,0.5039755788189725,6944767,0.44586923741214934,0.4809016091606231,0.07322915342722759,,0.37499847007106213
207,ARKANSAS,2016,1129896,380494.0,684872.0,64530.0,,4.0,58610.0,46.0,0.519395704432595,2991815,0.336751347026629,0.6061372020079724,0.05711145096539859,,0.37766238888433945
208,CALIFORNIA,2016,14181595,8753788.0,4483810.0,943997.0,,5.5,85080.0,46.0,0.5371923740449952,39149186,0.6172639960455788,0.3161710653843943,0.06656493857002685,,0.362244951912921
209,COLORADO,2016,2780220,1338870.0,1202484.0,238866.0,,3.1,90090.0,46.0,0.5434544870933549,5543844,0.48156980382847403,0.4325139737143104,0.08591622245721561,,0.5014967953643718
210,CONNECTICUT,2016,1647536,897572.0,673215.0,76749.0,,4.9,96930.0,48.0,0.5011646333314241,3579830,0.5447965932155655,0.4086192957240388,0.046584111060395644,,0.46022744096786716
211,DELAWARE,2016,442997,235603.0,185127.0,22267.0,,4.5,74110.0,48.0,0.5045902783095524,949989,0.5318388160642171,0.41789673519233766,0.05026444874344522,,0.4663180310508859
212,DISTRICT OF COLUMBIA,2016,311268,282830.0,12723.0,15715.0,,6.2,90620.0,36.0,0.4693677232939577,687576,0.9086382152999987,0.040874744593083774,0.05048704010691751,,0.45270341024119515
213,FLORIDA,2016,9420039,4504975.0,4617886.0,297178.0,,4.9,65340.0,49.0,0.5035269329516594,20627237,0.4782331580580505,0.49021941416590736,0.031547427776042115,,0.4566796318867137
214,GEORGIA,2016,4114711,1877963.0,2089104.0,147644.0,,5.4,68340.0,45.0,0.5276103421556246,10308442,0.45640216287365015,0.507715851732965,0.03588198539338486,,0.3991593492013633
215,HAWAII,2016,428937,266891.0,128847.0,33199.0,,2.9,92090.0,47.0,0.5313392868749106,1428885,0.6222149173421738,0.3003867700851174,0.07739831257270881,,0.30019000829317966
216,IDAHO,2016,690433,189765.0,409055.0,91613.0,,3.7,72220.0,47.0,0.5239121740634954,1684036,0.27484926126068715,0.5924615422495738,0.13268919648973904,,0.40998707866102624
217,ILLINOIS,2016,5558707,3090729.0,2146015.0,321963.0,,5.9,78370.0,44.0,0.5252441559327169,12821709,0.5560158144690842,0.38606370150468444,0.05792048402623128,,0.4335386959725884
218,INDIANA,2016,2734958,1033126.0,1557286.0,144546.0,,4.4,71620.0,45.0,0.4978634166030518,6637898,0.37774839686752043,0.5694003344841128,0.05285126864836681,,0.4120216972300569
219,IOWA,2016,1566031,653669.0,800983.0,111379.0,,3.6,,44.0,0.49586287797061074,3133210,0.4174048917294741,0.5114732722404601,0.07112183603006582,,0.49981680129962563
220,KANSAS,2016,1184403,427005.0,671018.0,86380.0,,4.0,72530.0,46.0,0.5317606405203663,2912977,0.3605234029295772,0.5665453397196731,0.0729312573507497,,0.4065953833483752
221,KENTUCKY,2016,1924149,628854.0,1202971.0,92324.0,,5.1,57920.0,45.0,0.463932666515436,4440306,0.3268218833364776,0.6251963855190009,0.047981731144521554,,0.4333370267724792
222,LOUISIANA,2016,2029032,780154.0,1178638.0,70240.0,,6.0,53870.0,45.0,0.5575172768131414,4681346,0.3844956609851397,0.580886846535688,0.03461749247917233,,0.43342918895548416
223,MAINE,2016,747927,357735.0,335593.0,54599.0,,3.8,64930.0,50.0,0.5074107167788233,1332348,0.47830202680208095,0.4486975333154171,0.0730004398825019,,0.5613600951102865
224,MARYLAND,2016,2781446,1677928.0,943169.0,160349.0,,4.2,94170.0,46.0,0.49564636111206334,6007014,0.6032574423519277,0.3390930472854767,0.05764951036259557,,0.46303304770057135
225,MASSACHUSETTS,2016,3274555,1995196.0,1090893.0,188466.0,,4.0,92260.0,46.0,0.5008274285799719,6827280,0.6093029434533853,0.33314236590926094,0.05755469063735378,,0.4796280509954184
226,MICHIGAN,2016,4799284,2268839.0,2279543.0,250902.0,,5.0,72890.0,47.0,0.48007049193274254,9954117,0.4727453095086684,0.47497564219996147,0.05227904829137013,,0.4821406057413229
227,MINNESOTA,2016,2944813,1367716.0,1322951.0,254146.0,,3.9,89650.0,45.0,0.5258423996436802,5525360,0.4644491857377701,0.4492478809350543,0.08630293332717562,,0.5329631010468097
228,MISSISSIPPI,2016,1209357,485131.0,700714.0,23512.0,,6.0,52470.0,45.0,0.459823129669393,2990595,0.40114788271784096,0.5794103808883564,0.01944173639380266,,0.4043867524689903
229,MISSOURI,2016,2807381,1071068.0,1594511.0,141802.0,,4.6,70240.0,45.0,0.5150107058973338,6091384,0.3815185754979463,0.5679710021546772,0.05051042234737643,,0.46087736383061717
230,MONTANA,2016,497147,177709.0,279240.0,40198.0,,4.3,72870.0,50.0,0.5416957246368246,1042137,0.35745765337012997,0.5616849744642932,0.08085737216557679,,0.4770457243145575
231,NEBRASKA,2016,844227,284494.0,495961.0,63772.0,,3.1,,44.0,0.5308851065620332,1906483,0.33698756377135536,0.5874735112712576,0.07553892495738705,,0.4428190547725839
232,NEVADA,2016,1125385,539260.0,512058.0,74067.0,,5.8,70770.0,48.0,0.5145190594503034,2919555,0.4791782367811904,0.4550069531760242,0.06581481004278536,,0.38546456566154774
